	Alligator	Gavialis	Acanthisitta	Bombycilla	Regulus	Fringilla	Passer	Ploceus	Vidua	Sylvia	Turdus	Picathartes	Corvus	Malurus	Climacteris	Menura	Dendrocolaptes	Scytalopus	Grallaria	Thamnophilus	Mionectes	Tyrannus	Pipra	Pitta	Smithornis	Sapayoa	Alisterus	Psittacula	Micropsitta	Chalcopsitta	Platycercus	Psittacus	Cacatua	Daptrius	Falco	Herpetotheres	Micrastur	Cariama	Alcedo	Momotus	Todus	Brachypteracias	Coracias	Merops	Bucco	Galbula	Capito	Megalaima	Dryocopus	Indicator	Bucorvus	Tockus	Phoeniculus	Upupa	Pharomachrus	Trogon	Leptosomus	Colius	Urocolius	Phodilus	Tyto	Speotyto	Strix	Buteo	Gampsonyx	Pandion	Sagittarius	Cathartes	Sarcoramphus	Arenaria	Jacana	Rostratula	Pedionomus	Thinocorus	Dromas	Larus	Turnix	Burhinus	Charadrius	Phegornis	Haematopus	Anhinga	Phalacrocorax	Morus	Fregata	Ardea	Cochlearius	Eudocimus	Balaeniceps	Scopus	Pelecanus	Ciconia	Diomedea	Oceanodroma	Pelecanoides	Puffinus	Oceanites	Eudyptula	Gavia	Corythaeola	Tauraco	Aramus	Grus	Psophia	Heliornis	Sarothrura	Himantornis	Rallus	Centropus	Coua	Coccyzus	Phaenicophaeus	Cuculus	Crotophaga	Geococcyx	Choriotis	Eupodotis	Opisthocomus	Aegotheles	Aerodramus	Streptoprocne	Hemiprocne	Colibri	Phaethornis	Caprimulgus	Eurostopodus	Batrachostomus	Podargus	Nyctibius-br	Nyctibius-gr	Steatornis	Eurypyga	Rhynochetos	Columba	Geotrygon	Treron	Columbina	Otidiphaps	Mesitornis	Monias	Pterocles	Syrrhaptes	Phaethon-le	Phaethon-ru	Phoenicopterus	Podiceps	Alectura	Megapodius	Colinus	Coturnix	Gallus	Rollulus	Numida	Crax	Anas	Aythya	Biziura	Anser	Malacorhynchus	Oxyura	Anseranas	Chauna	Apteryx	Casuarius	Dromaius	Crypturellus	Tinamus	Eudromia	Nothoprocta	Rhea	Struthio
Grus	0.691748	0.714647	0.252882	0.299951	0.289508	0.288519	0.293055	0.272145	0.276696	0.289223	0.296454	0.274004	0.258068	0.287674	0.269129	0.24486	0.265682	0.265277	0.26414	0.263422	0.265097	0.269199	0.253306	0.287765	0.262665	0.269955	0.221602	0.218884	0.228399	0.229224	0.225012	0.228327	0.211085	0.172299	0.188924	0.157637	0.160048	0.156436	0.266075	0.229465	0.232123	0.207439	0.20682	0.233304	0.246676	0.243159	0.291221	0.300272	0.266318	0.261348	0.212732	0.249255	0.317484	0.318349	0.21599	0.21687	0.17675	0.235592	0.243011	0.166119	0.168881	0.186025	0.162928	0.146139	0.167183	0.152466	0.152086	0.129097	0.128065	0.17745	0.217875	0.213554	0.209552	0.219099	0.156352	0.163578	0.304645	0.146785	0.158927	0.157525	0.148535	0.152795	0.164276	0.139796	0.126568	0.149543	0.145516	0.141815	0.13164	0.153016	0.142229	0.1265	0.116181	0.125733	0.132435	0.12381	0.134328	0.12946	0.129711	0.159702	0.164753	0.062304	0	0.112874	0.188841	0.206008	0.175741	0.174785	0.240671	0.207788	0.231992	0.217738	0.211536	0.201518	0.21133	0.160271	0.162348	0.168181	0.201213	0.216465	0.201025	0.201629	0.245231	0.247925	0.174626	0.17115	0.183387	0.175981	0.156787	0.149956	0.167851	0.205214	0.200701	0.214767	0.214259	0.207485	0.211323	0.196583	0.198814	0.198336	0.189842	0.187665	0.165801	0.165481	0.143036	0.177231	0.304621	0.303507	0.389931	0.381685	0.351631	0.373399	0.326574	0.308683	0.287142	0.286448	0.285467	0.273294	0.293822	0.2852	0.238378	0.239066	0.303472	0.31062	0.314605	0.432774	0.414484	0.443812	0.4399	0.34443	0.31821
Psophia	0.716042	0.738941	0.277176	0.324245	0.313802	0.312813	0.317349	0.296439	0.30099	0.313517	0.320748	0.298298	0.282362	0.311968	0.293423	0.269154	0.289976	0.289571	0.288434	0.287716	0.289391	0.293493	0.2776	0.312059	0.286959	0.294249	0.245896	0.243178	0.252693	0.253518	0.249306	0.252621	0.235379	0.196593	0.213218	0.181931	0.184342	0.18073	0.290369	0.253759	0.256417	0.231733	0.231114	0.257598	0.27097	0.267453	0.315515	0.324566	0.290612	0.285642	0.237026	0.273549	0.341778	0.342643	0.240284	0.241164	0.201044	0.259886	0.267305	0.190413	0.193175	0.210319	0.187222	0.170433	0.191477	0.17676	0.17638	0.153391	0.152359	0.201744	0.242169	0.237848	0.233846	0.243393	0.180646	0.187872	0.328939	0.171079	0.183221	0.181819	0.172829	0.177089	0.18857	0.16409	0.150862	0.173837	0.16981	0.166109	0.155934	0.17731	0.166523	0.150794	0.140475	0.150027	0.156729	0.148104	0.158622	0.153754	0.154005	0.183996	0.189047	0.119372	0.112874	0	0.213135	0.230302	0.200035	0.199079	0.264965	0.232082	0.256286	0.242032	0.23583	0.225812	0.235624	0.184565	0.186642	0.192475	0.225507	0.240759	0.225319	0.225923	0.269525	0.272219	0.19892	0.195444	0.207681	0.200275	0.181081	0.17425	0.192145	0.229508	0.224995	0.239061	0.238553	0.231779	0.235617	0.220877	0.223108	0.22263	0.214136	0.211959	0.190095	0.189775	0.16733	0.201525	0.328915	0.327801	0.414225	0.405979	0.375925	0.397693	0.350868	0.332977	0.311436	0.310742	0.309761	0.297588	0.318116	0.309494	0.262672	0.26336	0.327766	0.334914	0.338899	0.457068	0.438778	0.468106	0.464194	0.368724	0.342504
Heliornis	0.776605	0.799504	0.337739	0.384808	0.374365	0.373376	0.377912	0.357002	0.361553	0.37408	0.381311	0.358861	0.342925	0.372531	0.353986	0.329717	0.350539	0.350134	0.348997	0.348279	0.349954	0.354056	0.338163	0.372622	0.347522	0.354812	0.306459	0.303741	0.313256	0.314081	0.309869	0.313184	0.295942	0.257156	0.273781	0.242494	0.244905	0.241293	0.350932	0.314322	0.31698	0.292296	0.291677	0.318161	0.331533	0.328016	0.376078	0.385129	0.351175	0.346205	0.297589	0.334112	0.402341	0.403206	0.300847	0.301727	0.261607	0.320449	0.327868	0.250976	0.253738	0.270882	0.247785	0.230996	0.25204	0.237323	0.236943	0.213954	0.212922	0.262307	0.302732	0.298411	0.294409	0.303956	0.241209	0.248435	0.389502	0.231642	0.243784	0.242382	0.233392	0.237652	0.249133	0.224653	0.211425	0.2344	0.230373	0.226672	0.216497	0.237873	0.227086	0.211357	0.201038	0.21059	0.217292	0.208667	0.219185	0.214317	0.214568	0.244559	0.24961	0.195339	0.188841	0.213135	0	0.179709	0.176892	0.175936	0.325528	0.292645	0.316849	0.302595	0.296393	0.286375	0.296187	0.245128	0.247205	0.253038	0.28607	0.301322	0.285882	0.286486	0.330088	0.332782	0.259483	0.256007	0.268244	0.260838	0.241644	0.234813	0.252708	0.290071	0.285558	0.299624	0.299116	0.292342	0.29618	0.28144	0.283671	0.283193	0.274699	0.272522	0.250658	0.250338	0.227893	0.262088	0.389478	0.388364	0.474788	0.466542	0.436488	0.458256	0.411431	0.39354	0.371999	0.371305	0.370324	0.358151	0.378679	0.370057	0.323235	0.323923	0.388329	0.395477	0.399462	0.517631	0.499341	0.528669	0.524757	0.429287	0.403067
Sarothrura	0.793772	0.816671	0.354906	0.401975	0.391532	0.390543	0.395079	0.374169	0.37872	0.391247	0.398478	0.376028	0.360092	0.389698	0.371153	0.346884	0.367706	0.367301	0.366164	0.365446	0.367121	0.371223	0.35533	0.389789	0.364689	0.371979	0.323626	0.320908	0.330423	0.331248	0.327036	0.330351	0.313109	0.274323	0.290948	0.259661	0.262072	0.25846	0.368099	0.331489	0.334147	0.309463	0.308844	0.335328	0.3487	0.345183	0.393245	0.402296	0.368342	0.363372	0.314756	0.351279	0.419508	0.420373	0.318014	0.318894	0.278774	0.337616	0.345035	0.268143	0.270905	0.288049	0.264952	0.248163	0.269207	0.25449	0.25411	0.231121	0.230089	0.279474	0.319899	0.315578	0.311576	0.321123	0.258376	0.265602	0.406669	0.248809	0.260951	0.259549	0.250559	0.254819	0.2663	0.24182	0.228592	0.251567	0.24754	0.243839	0.233664	0.25504	0.244253	0.228524	0.218205	0.227757	0.234459	0.225834	0.236352	0.231484	0.231735	0.261726	0.266777	0.212506	0.206008	0.230302	0.179709	0	0.194059	0.193103	0.342695	0.309812	0.334016	0.319762	0.31356	0.303542	0.313354	0.262295	0.264372	0.270205	0.303237	0.318489	0.303049	0.303653	0.347255	0.349949	0.27665	0.273174	0.285411	0.278005	0.258811	0.25198	0.269875	0.307238	0.302725	0.316791	0.316283	0.309509	0.313347	0.298607	0.300838	0.30036	0.291866	0.289689	0.267825	0.267505	0.24506	0.279255	0.406645	0.405531	0.491955	0.483709	0.453655	0.475423	0.428598	0.410707	0.389166	0.388472	0.387491	0.375318	0.395846	0.387224	0.340402	0.34109	0.405496	0.412644	0.416629	0.534798	0.516508	0.545836	0.541924	0.446454	0.420234
Himantornis	0.763505	0.786404	0.324639	0.371708	0.361265	0.360276	0.364812	0.343902	0.348453	0.36098	0.368211	0.345761	0.329825	0.359431	0.340886	0.316617	0.337439	0.337034	0.335897	0.335179	0.336854	0.340956	0.325063	0.359522	0.334422	0.341712	0.293359	0.290641	0.300156	0.300981	0.296769	0.300084	0.282842	0.244056	0.260681	0.229394	0.231805	0.228193	0.337832	0.301222	0.30388	0.279196	0.278577	0.305061	0.318433	0.314916	0.362978	0.372029	0.338075	0.333105	0.284489	0.321012	0.389241	0.390106	0.287747	0.288627	0.248507	0.307349	0.314768	0.237876	0.240638	0.257782	0.234685	0.217896	0.23894	0.224223	0.223843	0.200854	0.199822	0.249207	0.289632	0.285311	0.281309	0.290856	0.228109	0.235335	0.376402	0.218542	0.230684	0.229282	0.220292	0.224552	0.236033	0.211553	0.198325	0.2213	0.217273	0.213572	0.203397	0.224773	0.213986	0.198257	0.187938	0.19749	0.204192	0.195567	0.206085	0.201217	0.201468	0.231459	0.23651	0.182239	0.175741	0.200035	0.176892	0.194059	0	0.072224	0.312428	0.279545	0.303749	0.289495	0.283293	0.273275	0.283087	0.232028	0.234105	0.239938	0.27297	0.288222	0.272782	0.273386	0.316988	0.319682	0.246383	0.242907	0.255144	0.247738	0.228544	0.221713	0.239608	0.276971	0.272458	0.286524	0.286016	0.279242	0.28308	0.26834	0.270571	0.270093	0.261599	0.259422	0.237558	0.237238	0.214793	0.248988	0.376378	0.375264	0.461688	0.453442	0.423388	0.445156	0.398331	0.38044	0.358899	0.358205	0.357224	0.345051	0.365579	0.356957	0.310135	0.310823	0.375229	0.382377	0.386362	0.504531	0.486241	0.515569	0.511657	0.416187	0.389967
Rallus	0.762549	0.785448	0.323683	0.370752	0.360309	0.35932	0.363856	0.342946	0.347497	0.360024	0.367255	0.344805	0.328869	0.358475	0.33993	0.315661	0.336483	0.336078	0.334941	0.334223	0.335898	0.34	0.324107	0.358566	0.333466	0.340756	0.292403	0.289685	0.2992	0.300025	0.295813	0.299128	0.281886	0.2431	0.259725	0.228438	0.230849	0.227237	0.336876	0.300266	0.302924	0.27824	0.277621	0.304105	0.317477	0.31396	0.362022	0.371073	0.337119	0.332149	0.283533	0.320056	0.388285	0.38915	0.286791	0.287671	0.247551	0.306393	0.313812	0.23692	0.239682	0.256826	0.233729	0.21694	0.237984	0.223267	0.222887	0.199898	0.198866	0.248251	0.288676	0.284355	0.280353	0.2899	0.227153	0.234379	0.375446	0.217586	0.229728	0.228326	0.219336	0.223596	0.235077	0.210597	0.197369	0.220344	0.216317	0.212616	0.202441	0.223817	0.21303	0.197301	0.186982	0.196534	0.203236	0.194611	0.205129	0.200261	0.200512	0.230503	0.235554	0.181283	0.174785	0.199079	0.175936	0.193103	0.072224	0	0.311472	0.278589	0.302793	0.288539	0.282337	0.272319	0.282131	0.231072	0.233149	0.238982	0.272014	0.287266	0.271826	0.27243	0.316032	0.318726	0.245427	0.241951	0.254188	0.246782	0.227588	0.220757	0.238652	0.276015	0.271502	0.285568	0.28506	0.278286	0.282124	0.267384	0.269615	0.269137	0.260643	0.258466	0.236602	0.236282	0.213837	0.248032	0.375422	0.374308	0.460732	0.452486	0.422432	0.4442	0.397375	0.379484	0.357943	0.357249	0.356268	0.344095	0.364623	0.356001	0.309179	0.309867	0.374273	0.381421	0.385406	0.503575	0.485285	0.514613	0.510701	0.415231	0.389011
Centropus	0.786621	0.80952	0.347755	0.394824	0.384381	0.383392	0.387928	0.367018	0.371569	0.384096	0.391327	0.368877	0.352941	0.382547	0.364002	0.339733	0.360555	0.36015	0.359013	0.358295	0.35997	0.364072	0.348179	0.382638	0.357538	0.364828	0.316475	0.313757	0.323272	0.324097	0.319885	0.3232	0.305958	0.267172	0.283797	0.25251	0.254921	0.251309	0.360948	0.324338	0.326996	0.302312	0.301693	0.328177	0.341549	0.338032	0.386094	0.395145	0.361191	0.356221	0.307605	0.344128	0.412357	0.413222	0.310863	0.311743	0.271623	0.330465	0.337884	0.260992	0.263754	0.280898	0.257801	0.241012	0.262056	0.247339	0.246959	0.22397	0.222938	0.272323	0.312748	0.308427	0.304425	0.313972	0.251225	0.258451	0.399518	0.241658	0.2538	0.252398	0.243408	0.247668	0.259149	0.234669	0.221441	0.244416	0.240389	0.236688	0.226513	0.247889	0.237102	0.221373	0.211054	0.220606	0.227308	0.218683	0.229201	0.224333	0.224584	0.254575	0.259626	0.247169	0.240671	0.264965	0.325528	0.342695	0.312428	0.311472	0	0.178625	0.211971	0.197717	0.191515	0.202075	0.211887	0.255144	0.257221	0.263054	0.296086	0.311338	0.295898	0.296502	0.340104	0.342798	0.269499	0.266023	0.27826	0.270854	0.25166	0.244829	0.262724	0.300087	0.295574	0.30964	0.309132	0.302358	0.306196	0.291456	0.293687	0.293209	0.284715	0.282538	0.260674	0.260354	0.237909	0.272104	0.399494	0.39838	0.484804	0.476558	0.446504	0.468272	0.421447	0.403556	0.382015	0.381321	0.38034	0.368167	0.388695	0.380073	0.333251	0.333939	0.398345	0.405493	0.409478	0.527647	0.509357	0.538685	0.534773	0.439303	0.413083
Coua	0.753738	0.776637	0.314872	0.361941	0.351498	0.350509	0.355045	0.334135	0.338686	0.351213	0.358444	0.335994	0.320058	0.349664	0.331119	0.30685	0.327672	0.327267	0.32613	0.325412	0.327087	0.331189	0.315296	0.349755	0.324655	0.331945	0.283592	0.280874	0.290389	0.291214	0.287002	0.290317	0.273075	0.234289	0.250914	0.219627	0.222038	0.218426	0.328065	0.291455	0.294113	0.269429	0.26881	0.295294	0.308666	0.305149	0.353211	0.362262	0.328308	0.323338	0.274722	0.311245	0.379474	0.380339	0.27798	0.27886	0.23874	0.297582	0.305001	0.228109	0.230871	0.248015	0.224918	0.208129	0.229173	0.214456	0.214076	0.191087	0.190055	0.23944	0.279865	0.275544	0.271542	0.281089	0.218342	0.225568	0.366635	0.208775	0.220917	0.219515	0.210525	0.214785	0.226266	0.201786	0.188558	0.211533	0.207506	0.203805	0.19363	0.215006	0.204219	0.18849	0.178171	0.187723	0.194425	0.1858	0.196318	0.19145	0.191701	0.221692	0.226743	0.214286	0.207788	0.232082	0.292645	0.309812	0.279545	0.278589	0.178625	0	0.179088	0.164834	0.158632	0.169192	0.179004	0.222261	0.224338	0.230171	0.263203	0.278455	0.263015	0.263619	0.307221	0.309915	0.236616	0.23314	0.245377	0.237971	0.218777	0.211946	0.229841	0.267204	0.262691	0.276757	0.276249	0.269475	0.273313	0.258573	0.260804	0.260326	0.251832	0.249655	0.227791	0.227471	0.205026	0.239221	0.366611	0.365497	0.451921	0.443675	0.413621	0.435389	0.388564	0.370673	0.349132	0.348438	0.347457	0.335284	0.355812	0.34719	0.300368	0.301056	0.365462	0.37261	0.376595	0.494764	0.476474	0.505802	0.50189	0.40642	0.3802
Coccyzus	0.777942	0.800841	0.339076	0.386145	0.375702	0.374713	0.379249	0.358339	0.36289	0.375417	0.382648	0.360198	0.344262	0.373868	0.355323	0.331054	0.351876	0.351471	0.350334	0.349616	0.351291	0.355393	0.3395	0.373959	0.348859	0.356149	0.307796	0.305078	0.314593	0.315418	0.311206	0.314521	0.297279	0.258493	0.275118	0.243831	0.246242	0.24263	0.352269	0.315659	0.318317	0.293633	0.293014	0.319498	0.33287	0.329353	0.377415	0.386466	0.352512	0.347542	0.298926	0.335449	0.403678	0.404543	0.302184	0.303064	0.262944	0.321786	0.329205	0.252313	0.255075	0.272219	0.249122	0.232333	0.253377	0.23866	0.23828	0.215291	0.214259	0.263644	0.304069	0.299748	0.295746	0.305293	0.242546	0.249772	0.390839	0.232979	0.245121	0.243719	0.234729	0.238989	0.25047	0.22599	0.212762	0.235737	0.23171	0.228009	0.217834	0.23921	0.228423	0.212694	0.202375	0.211927	0.218629	0.210004	0.220522	0.215654	0.215905	0.245896	0.250947	0.23849	0.231992	0.256286	0.316849	0.334016	0.303749	0.302793	0.211971	0.179088	0	0.062828	0.125862	0.193396	0.203208	0.246465	0.248542	0.254375	0.287407	0.302659	0.287219	0.287823	0.331425	0.334119	0.26082	0.257344	0.269581	0.262175	0.242981	0.23615	0.254045	0.291408	0.286895	0.300961	0.300453	0.293679	0.297517	0.282777	0.285008	0.28453	0.276036	0.273859	0.251995	0.251675	0.22923	0.263425	0.390815	0.389701	0.476125	0.467879	0.437825	0.459593	0.412768	0.394877	0.373336	0.372642	0.371661	0.359488	0.380016	0.371394	0.324572	0.32526	0.389666	0.396814	0.400799	0.518968	0.500678	0.530006	0.526094	0.430624	0.404404
Phaenicophaeus	0.763688	0.786587	0.324822	0.371891	0.361448	0.360459	0.364995	0.344085	0.348636	0.361163	0.368394	0.345944	0.330008	0.359614	0.341069	0.3168	0.337622	0.337217	0.33608	0.335362	0.337037	0.341139	0.325246	0.359705	0.334605	0.341895	0.293542	0.290824	0.300339	0.301164	0.296952	0.300267	0.283025	0.244239	0.260864	0.229577	0.231988	0.228376	0.338015	0.301405	0.304063	0.279379	0.27876	0.305244	0.318616	0.315099	0.363161	0.372212	0.338258	0.333288	0.284672	0.321195	0.389424	0.390289	0.28793	0.28881	0.24869	0.307532	0.314951	0.238059	0.240821	0.257965	0.234868	0.218079	0.239123	0.224406	0.224026	0.201037	0.200005	0.24939	0.289815	0.285494	0.281492	0.291039	0.228292	0.235518	0.376585	0.218725	0.230867	0.229465	0.220475	0.224735	0.236216	0.211736	0.198508	0.221483	0.217456	0.213755	0.20358	0.224956	0.214169	0.19844	0.188121	0.197673	0.204375	0.19575	0.206268	0.2014	0.201651	0.231642	0.236693	0.224236	0.217738	0.242032	0.302595	0.319762	0.289495	0.288539	0.197717	0.164834	0.062828	0	0.111608	0.179142	0.188954	0.232211	0.234288	0.240121	0.273153	0.288405	0.272965	0.273569	0.317171	0.319865	0.246566	0.24309	0.255327	0.247921	0.228727	0.221896	0.239791	0.277154	0.272641	0.286707	0.286199	0.279425	0.283263	0.268523	0.270754	0.270276	0.261782	0.259605	0.237741	0.237421	0.214976	0.249171	0.376561	0.375447	0.461871	0.453625	0.423571	0.445339	0.398514	0.380623	0.359082	0.358388	0.357407	0.345234	0.365762	0.35714	0.310318	0.311006	0.375412	0.38256	0.386545	0.504714	0.486424	0.515752	0.51184	0.41637	0.39015
Cuculus	0.757486	0.780385	0.31862	0.365689	0.355246	0.354257	0.358793	0.337883	0.342434	0.354961	0.362192	0.339742	0.323806	0.353412	0.334867	0.310598	0.33142	0.331015	0.329878	0.32916	0.330835	0.334937	0.319044	0.353503	0.328403	0.335693	0.28734	0.284622	0.294137	0.294962	0.29075	0.294065	0.276823	0.238037	0.254662	0.223375	0.225786	0.222174	0.331813	0.295203	0.297861	0.273177	0.272558	0.299042	0.312414	0.308897	0.356959	0.36601	0.332056	0.327086	0.27847	0.314993	0.383222	0.384087	0.281728	0.282608	0.242488	0.30133	0.308749	0.231857	0.234619	0.251763	0.228666	0.211877	0.232921	0.218204	0.217824	0.194835	0.193803	0.243188	0.283613	0.279292	0.27529	0.284837	0.22209	0.229316	0.370383	0.212523	0.224665	0.223263	0.214273	0.218533	0.230014	0.205534	0.192306	0.215281	0.211254	0.207553	0.197378	0.218754	0.207967	0.192238	0.181919	0.191471	0.198173	0.189548	0.200066	0.195198	0.195449	0.22544	0.230491	0.218034	0.211536	0.23583	0.296393	0.31356	0.283293	0.282337	0.191515	0.158632	0.125862	0.111608	0	0.17294	0.182752	0.226009	0.228086	0.233919	0.266951	0.282203	0.266763	0.267367	0.310969	0.313663	0.240364	0.236888	0.249125	0.241719	0.222525	0.215694	0.233589	0.270952	0.266439	0.280505	0.279997	0.273223	0.277061	0.262321	0.264552	0.264074	0.25558	0.253403	0.231539	0.231219	0.208774	0.242969	0.370359	0.369245	0.455669	0.447423	0.417369	0.439137	0.392312	0.374421	0.35288	0.352186	0.351205	0.339032	0.35956	0.350938	0.304116	0.304804	0.36921	0.376358	0.380343	0.498512	0.480222	0.50955	0.505638	0.410168	0.383948
Crotophaga	0.747468	0.770367	0.308602	0.355671	0.345228	0.344239	0.348775	0.327865	0.332416	0.344943	0.352174	0.329724	0.313788	0.343394	0.324849	0.30058	0.321402	0.320997	0.31986	0.319142	0.320817	0.324919	0.309026	0.343485	0.318385	0.325675	0.277322	0.274604	0.284119	0.284944	0.280732	0.284047	0.266805	0.228019	0.244644	0.213357	0.215768	0.212156	0.321795	0.285185	0.287843	0.263159	0.26254	0.289024	0.302396	0.298879	0.346941	0.355992	0.322038	0.317068	0.268452	0.304975	0.373204	0.374069	0.27171	0.27259	0.23247	0.291312	0.298731	0.221839	0.224601	0.241745	0.218648	0.201859	0.222903	0.208186	0.207806	0.184817	0.183785	0.23317	0.273595	0.269274	0.265272	0.274819	0.212072	0.219298	0.360365	0.202505	0.214647	0.213245	0.204255	0.208515	0.219996	0.195516	0.182288	0.205263	0.201236	0.197535	0.18736	0.208736	0.197949	0.18222	0.171901	0.181453	0.188155	0.17953	0.190048	0.18518	0.185431	0.215422	0.220473	0.208016	0.201518	0.225812	0.286375	0.303542	0.273275	0.272319	0.202075	0.169192	0.193396	0.179142	0.17294	0	0.141398	0.215991	0.218068	0.223901	0.256933	0.272185	0.256745	0.257349	0.300951	0.303645	0.230346	0.22687	0.239107	0.231701	0.212507	0.205676	0.223571	0.260934	0.256421	0.270487	0.269979	0.263205	0.267043	0.252303	0.254534	0.254056	0.245562	0.243385	0.221521	0.221201	0.198756	0.232951	0.360341	0.359227	0.445651	0.437405	0.407351	0.429119	0.382294	0.364403	0.342862	0.342168	0.341187	0.329014	0.349542	0.34092	0.294098	0.294786	0.359192	0.36634	0.370325	0.488494	0.470204	0.499532	0.49562	0.40015	0.37393
Geococcyx	0.75728	0.780179	0.318414	0.365483	0.35504	0.354051	0.358587	0.337677	0.342228	0.354755	0.361986	0.339536	0.3236	0.353206	0.334661	0.310392	0.331214	0.330809	0.329672	0.328954	0.330629	0.334731	0.318838	0.353297	0.328197	0.335487	0.287134	0.284416	0.293931	0.294756	0.290544	0.293859	0.276617	0.237831	0.254456	0.223169	0.22558	0.221968	0.331607	0.294997	0.297655	0.272971	0.272352	0.298836	0.312208	0.308691	0.356753	0.365804	0.33185	0.32688	0.278264	0.314787	0.383016	0.383881	0.281522	0.282402	0.242282	0.301124	0.308543	0.231651	0.234413	0.251557	0.22846	0.211671	0.232715	0.217998	0.217618	0.194629	0.193597	0.242982	0.283407	0.279086	0.275084	0.284631	0.221884	0.22911	0.370177	0.212317	0.224459	0.223057	0.214067	0.218327	0.229808	0.205328	0.1921	0.215075	0.211048	0.207347	0.197172	0.218548	0.207761	0.192032	0.181713	0.191265	0.197967	0.189342	0.19986	0.194992	0.195243	0.225234	0.230285	0.217828	0.21133	0.235624	0.296187	0.313354	0.283087	0.282131	0.211887	0.179004	0.203208	0.188954	0.182752	0.141398	0	0.225803	0.22788	0.233713	0.266745	0.281997	0.266557	0.267161	0.310763	0.313457	0.240158	0.236682	0.248919	0.241513	0.222319	0.215488	0.233383	0.270746	0.266233	0.280299	0.279791	0.273017	0.276855	0.262115	0.264346	0.263868	0.255374	0.253197	0.231333	0.231013	0.208568	0.242763	0.370153	0.369039	0.455463	0.447217	0.417163	0.438931	0.392106	0.374215	0.352674	0.35198	0.350999	0.338826	0.359354	0.350732	0.30391	0.304598	0.369004	0.376152	0.380137	0.498306	0.480016	0.509344	0.505432	0.409962	0.383742
Choriotis	0.703093	0.725992	0.264227	0.311296	0.300853	0.299864	0.3044	0.28349	0.288041	0.300568	0.307799	0.285349	0.269413	0.299019	0.280474	0.256205	0.277027	0.276622	0.275485	0.274767	0.276442	0.280544	0.264651	0.29911	0.27401	0.2813	0.232947	0.230229	0.239744	0.240569	0.236357	0.239672	0.22243	0.183644	0.200269	0.168982	0.171393	0.167781	0.27742	0.24081	0.243468	0.218784	0.218165	0.244649	0.258021	0.254504	0.302566	0.311617	0.277663	0.272693	0.224077	0.2606	0.328829	0.329694	0.227335	0.228215	0.188095	0.246937	0.254356	0.177464	0.180226	0.19737	0.174273	0.157484	0.178528	0.163811	0.163431	0.140442	0.13941	0.188795	0.22922	0.224899	0.220897	0.230444	0.167697	0.174923	0.31599	0.15813	0.170272	0.16887	0.15988	0.16414	0.175621	0.151141	0.137913	0.160888	0.156861	0.15316	0.142985	0.164361	0.153574	0.137845	0.127526	0.137078	0.14378	0.135155	0.145673	0.140805	0.141056	0.171047	0.176098	0.166769	0.160271	0.184565	0.245128	0.262295	0.232028	0.231072	0.255144	0.222261	0.246465	0.232211	0.226009	0.215991	0.225803	0	0.046435	0.179526	0.212558	0.22781	0.21237	0.212974	0.256576	0.25927	0.185971	0.182495	0.194732	0.187326	0.168132	0.161301	0.179196	0.216559	0.212046	0.226112	0.225604	0.21883	0.222668	0.207928	0.210159	0.209681	0.201187	0.19901	0.177146	0.176826	0.154381	0.188576	0.315966	0.314852	0.401276	0.39303	0.362976	0.384744	0.337919	0.320028	0.298487	0.297793	0.296812	0.284639	0.305167	0.296545	0.249723	0.250411	0.314817	0.321965	0.32595	0.444119	0.425829	0.455157	0.451245	0.355775	0.329555
Eupodotis	0.70517	0.728069	0.266304	0.313373	0.30293	0.301941	0.306477	0.285567	0.290118	0.302645	0.309876	0.287426	0.27149	0.301096	0.282551	0.258282	0.279104	0.278699	0.277562	0.276844	0.278519	0.282621	0.266728	0.301187	0.276087	0.283377	0.235024	0.232306	0.241821	0.242646	0.238434	0.241749	0.224507	0.185721	0.202346	0.171059	0.17347	0.169858	0.279497	0.242887	0.245545	0.220861	0.220242	0.246726	0.260098	0.256581	0.304643	0.313694	0.27974	0.27477	0.226154	0.262677	0.330906	0.331771	0.229412	0.230292	0.190172	0.249014	0.256433	0.179541	0.182303	0.199447	0.17635	0.159561	0.180605	0.165888	0.165508	0.142519	0.141487	0.190872	0.231297	0.226976	0.222974	0.232521	0.169774	0.177	0.318067	0.160207	0.172349	0.170947	0.161957	0.166217	0.177698	0.153218	0.13999	0.162965	0.158938	0.155237	0.145062	0.166438	0.155651	0.139922	0.129603	0.139155	0.145857	0.137232	0.14775	0.142882	0.143133	0.173124	0.178175	0.168846	0.162348	0.186642	0.247205	0.264372	0.234105	0.233149	0.257221	0.224338	0.248542	0.234288	0.228086	0.218068	0.22788	0.046435	0	0.181603	0.214635	0.229887	0.214447	0.215051	0.258653	0.261347	0.188048	0.184572	0.196809	0.189403	0.170209	0.163378	0.181273	0.218636	0.214123	0.228189	0.227681	0.220907	0.224745	0.210005	0.212236	0.211758	0.203264	0.201087	0.179223	0.178903	0.156458	0.190653	0.318043	0.316929	0.403353	0.395107	0.365053	0.386821	0.339996	0.322105	0.300564	0.29987	0.298889	0.286716	0.307244	0.298622	0.2518	0.252488	0.316894	0.324042	0.328027	0.446196	0.427906	0.457234	0.453322	0.357852	0.331632
